frame,time_s,latency_ms,detected,gt_x,gt_y,gt_z,gt_dist,gt_yaw,pred_x,pred_y,pred_z,pred_dist,pred_yaw,reprojection_error_px
150,5.0000,1.2196,1,-0.0021,0.0016,3.2408,3.2408,9.9644,-0.0014,0.0018,3.3801,3.3801,10.0237,0.0728
151,5.0333,1.6822,1,-0.0062,0.0047,3.2224,3.2224,9.8800,-0.0068,0.0030,3.3537,3.3537,9.8021,0.1408
152,5.0667,1.3440,1,-0.0103,0.0077,3.2040,3.2040,9.7786,-0.0099,0.0063,3.3379,3.3379,9.9051,0.3180
153,5.1000,1.1774,1,-0.0144,0.0108,3.1856,3.1857,9.6604,-0.0147,0.0120,3.3198,3.3199,9.6858,0.1751
154,5.1333,1.3219,1,-0.0183,0.0137,3.1672,3.1673,9.5261,-0.0191,0.0139,3.2902,3.2903,9.5211,0.2034
155,5.1667,1.2680,1,-0.0222,0.0166,3.1488,3.1490,9.3759,-0.0242,0.0177,3.2755,3.2756,9.4049,0.0750
156,5.2000,1.2771,1,-0.0260,0.0195,3.1304,3.1306,9.2105,-0.0270,0.0211,3.2614,3.2616,9.3400,0.1235
157,5.2333,1.2843,1,-0.0298,0.0222,3.1120,3.1123,9.0304,-0.0316,0.0234,3.2375,3.2378,9.0342,0.0893
158,5.2667,1.2496,1,-0.0335,0.0250,3.0936,3.0939,8.8360,-0.0356,0.0249,3.2137,3.2140,8.7218,0.1427
159,5.3000,1.1838,1,-0.0371,0.0276,3.0753,3.0756,8.6280,-0.0389,0.0287,3.1989,3.1993,8.7119,0.1193
160,5.3333,1.2463,1,-0.0407,0.0302,3.0569,3.0573,8.4069,-0.0412,0.0330,3.1777,3.1782,8.4511,0.1250
161,5.3667,1.1680,1,-0.0442,0.0327,3.0385,3.0390,8.1734,-0.0466,0.0348,3.1645,3.1650,8.3454,0.0533
162,5.4000,1.2952,1,-0.0476,0.0352,3.0201,3.0206,7.9281,-0.0506,0.0357,3.1361,3.1367,7.9462,0.2691
163,5.4333,1.2606,1,-0.0509,0.0376,3.0017,3.0023,7.6716,-0.0518,0.0384,3.1269,3.1276,7.6574,0.0340
164,5.4667,1.3206,1,-0.0542,0.0399,2.9833,2.9840,7.4046,-0.0545,0.0421,3.1030,3.1038,7.3885,0.2418
165,5.5000,1.5373,1,-0.0574,0.0421,2.9649,2.9657,7.1277,-0.0578,0.0445,3.0912,3.0921,7.0725,0.1404
166,5.5333,1.2792,1,-0.0605,0.0442,2.9465,2.9474,6.8416,-0.0619,0.0451,3.0667,3.0677,6.8208,0.2226
167,5.5667,1.2533,1,-0.0635,0.0463,2.9281,2.9291,6.5470,-0.0674,0.0488,3.0486,3.0498,6.5086,0.2847
168,5.6000,1.3062,1,-0.0664,0.0483,2.9097,2.9109,6.2447,-0.0694,0.0503,3.0172,3.0184,6.5104,0.1726
169,5.6333,1.2836,1,-0.0693,0.0501,2.8913,2.8926,5.9352,-0.0718,0.0519,3.0002,3.0015,5.9050,0.1082
170,5.6667,1.2906,1,-0.0721,0.0520,2.8729,2.8743,5.6194,-0.0743,0.0521,2.9820,2.9834,5.5792,0.0874
171,5.7000,1.2811,1,-0.0748,0.0537,2.8545,2.8560,5.2980,-0.0780,0.0545,2.9610,2.9625,5.1544,0.6879
172,5.7333,1.1808,1,-0.0774,0.0553,2.8361,2.8377,4.9715,-0.0779,0.0570,2.9409,2.9425,5.2808,0.1735
173,5.7667,1.2977,1,-0.0799,0.0569,2.8177,2.8194,4.6409,-0.0824,0.0571,2.9170,2.9187,4.6809,0.4674
174,5.8000,1.3143,1,-0.0823,0.0583,2.7993,2.8011,4.3068,-0.0869,0.0580,2.9084,2.9103,3.9486,0.4458
175,5.8333,1.2331,1,-0.0847,0.0597,2.7809,2.7829,3.9698,-0.0857,0.0617,2.8685,2.8705,4.3068,0.4382
176,5.8667,1.2038,1,-0.0870,0.0610,2.7625,2.7646,3.6308,-0.0898,0.0593,2.8611,2.8631,3.3100,0.4554
177,5.9000,1.3121,1,-0.0892,0.0622,2.7441,2.7463,3.2904,-0.0926,0.0650,2.8450,2.8473,3.1911,0.4357
178,5.9333,1.2426,1,-0.0913,0.0633,2.7258,2.7280,2.9494,-0.0951,0.0656,2.8011,2.8035,2.8254,0.5321
179,5.9667,1.2194,1,-0.0933,0.0643,2.7074,2.7097,2.6084,-0.0963,0.0680,2.8255,2.8280,2.7509,0.3146
180,6.0000,1.6598,1,-0.0952,0.0653,2.6890,2.6914,2.2681,-0.1019,0.0694,2.7853,2.7880,2.1261,0.6501
181,6.0333,1.2816,1,-0.0970,0.0661,2.6706,2.6731,1.9291,-0.0985,0.0695,2.7615,2.7641,1.7832,0.3217
182,6.0667,1.2432,1,-0.0988,0.0669,2.6522,2.6549,1.5923,-0.1005,0.0682,2.7094,2.7121,1.3809,1.0305
183,6.1000,1.3450,1,-0.1004,0.0675,2.6338,2.6366,1.2581,-0.1052,0.0682,2.7454,2.7482,1.2042,0.5615
184,6.1333,1.3282,1,-0.1020,0.0681,2.6154,2.6183,0.9272,-0.1067,0.0754,2.6745,2.6777,1.0622,0.7592
185,6.1667,1.2244,1,-0.1035,0.0686,2.5970,2.6000,0.6003,-0.1090,0.0697,2.7019,2.7050,0.3484,0.5330
186,6.2000,1.3412,1,-0.1049,0.0690,2.5786,2.5817,0.2779,-0.1066,0.0720,2.6720,2.6751,0.3478,0.5487
187,6.2333,1.2214,1,-0.1062,0.0693,2.5602,2.5633,-0.0394,-0.1113,0.0712,2.6652,2.6685,0.2537,0.5151
188,6.2667,1.2455,1,-0.1075,0.0696,2.5418,2.5450,-0.3509,-0.1054,0.0729,2.5832,2.5864,-0.3190,0.9874
189,6.3000,1.3158,1,-0.1086,0.0697,2.5234,2.5267,-0.6563,-0.1131,0.0735,2.5748,2.5783,-0.8852,0.8546
190,6.3333,1.3007,1,-0.1097,0.0698,2.5050,2.5084,-0.9548,-0.1124,0.0733,2.6135,2.6169,-0.7553,0.3423
191,6.3667,1.2370,1,-0.1106,0.0698,2.4866,2.4901,-1.2461,-0.1130,0.0707,2.5895,2.5930,-1.2668,0.5583
192,6.4000,1.3322,1,-0.1115,0.0697,2.4682,2.4717,-1.5297,-0.1173,0.0717,2.5600,2.5637,-1.1289,0.4984
193,6.4333,1.3127,1,-0.1123,0.0695,2.4498,2.4534,-1.8051,-0.1128,0.0678,2.5269,2.5304,-1.5459,1.0239
194,6.4667,1.3545,1,-0.1130,0.0692,2.4314,2.4350,-2.0719,-0.1164,0.0712,2.5297,2.5334,-1.9014,0.3421
195,6.5000,1.3182,1,-0.1137,0.0689,2.4130,2.4167,-2.3296,-0.1165,0.0711,2.4708,2.4746,-2.5005,0.5874
196,6.5333,1.2928,1,-0.1142,0.0685,2.3946,2.3984,-2.5779,-0.1194,0.0709,2.4806,2.4845,-2.6348,0.5161
197,6.5667,1.3976,1,-0.1147,0.0680,2.3763,2.3800,-2.8165,-0.1171,0.0703,2.4665,2.4702,-2.9328,0.8308
198,6.6000,1.3555,1,-0.1151,0.0675,2.3579,2.3616,-3.0449,-0.1183,0.0705,2.4442,2.4481,-2.6155,0.5868
199,6.6333,1.3256,1,-0.1154,0.0669,2.3395,2.3433,-3.2630,-0.1188,0.0699,2.3929,2.3969,-3.2474,0.5786
200,6.6667,1.3878,1,-0.1156,0.0662,2.3211,2.3249,-3.4704,-0.1193,0.0678,2.4085,2.4124,-3.3726,0.9265
201,6.7000,1.3308,1,-0.1158,0.0655,2.3027,2.3065,-3.6669,-0.1205,0.0679,2.3975,2.4014,-3.4363,0.5230
202,6.7333,1.3526,1,-0.1158,0.0647,2.2843,2.2881,-3.8522,-0.1193,0.0691,2.3681,2.3721,-3.7500,0.8105
203,6.7667,1.3868,1,-0.1158,0.0638,2.2659,2.2697,-4.0262,-0.1171,0.0674,2.3224,2.3263,-3.9188,1.4170
204,6.8000,1.4052,1,-0.1158,0.0629,2.2475,2.2513,-4.1888,-0.1157,0.0650,2.3291,2.3329,-4.1787,1.0068
205,6.8333,1.3674,1,-0.1156,0.0619,2.2291,2.2329,-4.3397,-0.1164,0.0628,2.2819,2.2857,-4.4987,0.5193
206,6.8667,1.3738,1,-0.1154,0.0608,2.2107,2.2145,-4.4789,-0.1189,0.0622,2.2772,2.2811,-4.4087,0.8224
207,6.9000,1.3128,1,-0.1151,0.0598,2.1923,2.1961,-4.6062,-0.1206,0.0631,2.2798,2.2839,-4.4541,0.1852
208,6.9333,1.3531,1,-0.1147,0.0586,2.1739,2.1777,-4.7217,-0.1178,0.0610,2.2598,2.2636,-4.5993,0.2393
209,6.9667,1.6569,1,-0.1143,0.0574,2.1555,2.1593,-4.8253,-0.1188,0.0586,2.2043,2.2082,-4.7889,0.9278
210,7.0000,1.3224,1,-0.1138,0.0562,2.1371,2.1409,-4.9171,-0.1195,0.0563,2.2252,2.2291,-4.9605,0.3835
211,7.0333,1.2187,1,-0.1132,0.0549,2.1187,2.1225,-4.9969,-0.1156,0.0577,2.1975,2.2013,-5.0487,0.4193
212,7.0667,1.3304,1,-0.1126,0.0536,2.1003,2.1040,-5.0650,-0.1161,0.0569,2.1823,2.1862,-5.1829,0.2646
213,7.1000,1.3448,1,-0.1119,0.0523,2.0819,2.0856,-5.1214,-0.1167,0.0547,2.1695,2.1733,-4.9573,0.3902
214,7.1333,1.2397,1,-0.1111,0.0509,2.0635,2.0672,-5.1662,-0.1164,0.0516,2.1386,2.1424,-4.8756,0.1990
215,7.1667,1.3237,1,-0.1103,0.0495,2.0452,2.0487,-5.1995,-0.1143,0.0513,2.1223,2.1260,-5.2370,0.4693
216,7.2000,1.3265,1,-0.1094,0.0480,2.0268,2.0303,-5.2214,-0.1126,0.0490,2.1105,2.1140,-5.0797,0.3392
217,7.2333,1.3284,1,-0.1084,0.0466,2.0084,2.0118,-5.2323,-0.1126,0.0493,2.0905,2.0941,-4.9730,0.3105
218,7.2667,1.2791,1,-0.1074,0.0451,1.9900,1.9934,-5.2322,-0.1124,0.0486,2.0715,2.0751,-5.0375,0.1974
219,7.3000,1.3611,1,-0.1064,0.0436,1.9716,1.9749,-5.2214,-0.1110,0.0459,2.0478,2.0514,-5.1741,0.5019
220,7.3333,1.2922,1,-0.1053,0.0420,1.9532,1.9565,-5.2002,-0.1104,0.0432,2.0290,2.0324,-5.1736,0.1358
221,7.3667,1.2081,1,-0.1041,0.0405,1.9348,1.9380,-5.1688,-0.1093,0.0429,2.0094,2.0129,-5.0478,0.2917
222,7.4000,1.3441,1,-0.1029,0.0389,1.9164,1.9195,-5.1275,-0.1072,0.0400,1.9959,1.9992,-5.1800,0.5160
223,7.4333,1.3704,1,-0.1016,0.0373,1.8980,1.9011,-5.0766,-0.1049,0.0388,1.9708,1.9740,-5.1142,0.0708
224,7.4667,1.7647,1,-0.1003,0.0358,1.8796,1.8826,-5.0164,-0.1042,0.0369,1.9561,1.9592,-5.0114,0.3087
225,7.5000,1.2770,1,-0.0990,0.0342,1.8612,1.8641,-4.9474,-0.1033,0.0352,1.9413,1.9443,-4.9258,0.2058
226,7.5333,1.2812,1,-0.0976,0.0326,1.8428,1.8457,-4.8697,-0.1025,0.0344,1.9117,1.9147,-4.5969,0.1686
227,7.5667,1.3897,1,-0.0962,0.0310,1.8244,1.8272,-4.7839,-0.1001,0.0324,1.9094,1.9123,-4.9558,0.6826
228,7.6000,1.3409,1,-0.0947,0.0294,1.8060,1.8087,-4.6903,-0.0983,0.0295,1.8831,1.8859,-4.7960,0.4669
229,7.6333,1.3490,1,-0.0932,0.0278,1.7876,1.7903,-4.5893,-0.0975,0.0307,1.8543,1.8571,-4.3604,0.6145
230,7.6667,1.2445,1,-0.0916,0.0262,1.7692,1.7718,-4.4813,-0.0958,0.0259,1.8408,1.8435,-4.4039,0.0642
231,7.7000,1.2300,1,-0.0901,0.0246,1.7508,1.7533,-4.3667,-0.0940,0.0258,1.8257,1.8284,-4.5160,0.2801
232,7.7333,1.2190,1,-0.0884,0.0231,1.7324,1.7349,-4.2460,-0.0926,0.0254,1.8010,1.8036,-4.0631,0.0894
233,7.7667,1.3047,1,-0.0868,0.0215,1.7140,1.7164,-4.1195,-0.0897,0.0217,1.7814,1.7837,-4.2176,0.1040
234,7.8000,1.3506,1,-0.0851,0.0200,1.6957,1.6979,-3.9879,-0.0894,0.0206,1.7697,1.7721,-3.9600,0.3779
235,7.8333,1.3180,1,-0.0834,0.0185,1.6773,1.6794,-3.8514,-0.0864,0.0192,1.7489,1.7512,-3.9513,0.3044
236,7.8667,1.3219,1,-0.0817,0.0170,1.6589,1.6610,-3.7106,-0.0853,0.0176,1.7276,1.7298,-3.7423,0.4489
237,7.9000,1.3155,1,-0.0800,0.0155,1.6405,1.6425,-3.5659,-0.0828,0.0156,1.7116,1.7136,-3.6718,0.3055
238,7.9333,1.2317,1,-0.0782,0.0141,1.6221,1.6240,-3.4177,-0.0822,0.0149,1.6945,1.6966,-3.3770,0.1707
239,7.9667,1.5125,1,-0.0764,0.0126,1.6037,1.6055,-3.2666,-0.0775,0.0123,1.5949,1.5968,-3.3787,0.2922
240,8.0000,1.1852,1,-0.0746,0.0112,1.5853,1.5871,-3.1130,-0.0741,0.0116,1.5779,1.5796,-3.0121,0.3941
241,8.0333,1.2858,1,-0.0728,0.0099,1.5669,1.5686,-2.9573,-0.0714,0.0093,1.5590,1.5607,-2.9540,0.2753
242,8.0667,1.3401,1,-0.0710,0.0085,1.5485,1.5501,-2.8001,-0.0695,0.0091,1.5403,1.5419,-2.8987,0.1909
243,8.1000,1.3211,1,-0.0692,0.0072,1.5301,1.5317,-2.6417,-0.0698,0.0078,1.5218,1.5234,-2.6094,0.0157
244,8.1333,1.2297,1,-0.0673,0.0060,1.5117,1.5132,-2.4827,-0.0670,0.0061,1.5022,1.5037,-2.4617,0.1784
245,8.1667,1.3305,1,-0.0655,0.0047,1.4933,1.4948,-2.3234,-0.0646,0.0052,1.4845,1.4859,-2.3929,0.4270
246,8.2000,1.3648,1,-0.0636,0.0035,1.4749,1.4763,-2.1643,-0.0638,0.0037,1.4664,1.4678,-2.1375,0.2938
247,8.2333,1.3187,1,-0.0618,0.0024,1.4565,1.4578,-2.0058,-0.0620,0.0027,1.4465,1.4478,-2.0731,0.1905
248,8.2667,1.2906,1,-0.0599,0.0013,1.4381,1.4394,-1.8484,-0.0593,0.0005,1.4301,1.4313,-1.7943,0.1588
249,8.3000,1.3312,1,-0.0580,0.0002,1.4197,1.4209,-1.6925,-0.0578,0.0002,1.4098,1.4109,-1.6905,0.1680
250,8.3333,1.3181,1,-0.0562,-0.0009,1.4013,1.4025,-1.5384,-0.0551,0.0000,1.3944,1.3955,-1.5678,0.2685
251,8.3667,1.3378,1,-0.0543,-0.0019,1.3829,1.3840,-1.3866,-0.0538,-0.0013,1.3740,1.3750,-1.4329,0.3951
252,8.4000,1.3624,1,-0.0525,-0.0028,1.3645,1.3656,-1.2373,-0.0520,-0.0023,1.3563,1.3573,-1.2930,0.2569
253,8.4333,1.5792,1,-0.0506,-0.0037,1.3462,1.3471,-1.0911,-0.0506,-0.0032,1.3382,1.3392,-1.1605,0.2269
254,8.4667,1.3040,1,-0.0488,-0.0046,1.3278,1.3287,-0.9482,-0.0491,-0.0043,1.3187,1.3197,-0.9985,0.0433
255,8.5000,1.2711,1,-0.0470,-0.0054,1.3094,1.3102,-0.8089,-0.0468,-0.0052,1.3002,1.3010,-0.8584,0.1502
256,8.5333,1.3033,1,-0.0452,-0.0061,1.2910,1.2918,-0.6737,-0.0452,-0.0057,1.2828,1.2836,-0.6920,0.2149
257,8.5667,1.3424,1,-0.0434,-0.0069,1.2726,1.2733,-0.5427,-0.0431,-0.0067,1.2634,1.2641,-0.5204,0.2586
258,8.6000,1.2326,1,-0.0416,-0.0075,1.2542,1.2549,-0.4162,-0.0416,-0.0074,1.2447,1.2454,-0.4171,0.1165
259,8.6333,1.2787,1,-0.0399,-0.0082,1.2358,1.2365,-0.2946,-0.0399,-0.0083,1.2276,1.2283,-0.2994,0.1254
260,8.6667,1.3515,1,-0.0381,-0.0087,1.2174,1.2180,-0.1780,-0.0375,-0.0085,1.2097,1.2103,-0.1764,0.0394
261,8.7000,1.2156,1,-0.0364,-0.0093,1.1990,1.1996,-0.0668,-0.0361,-0.0092,1.1909,1.1915,-0.0832,0.1876
262,8.7333,1.3478,1,-0.0347,-0.0097,1.1806,1.1812,0.0390,-0.0344,-0.0093,1.1727,1.1733,0.0357,0.2117
263,8.7667,1.2515,1,-0.0331,-0.0102,1.1622,1.1627,0.1391,-0.0329,-0.0101,1.1557,1.1562,0.0919,0.0223
264,8.8000,1.2636,1,-0.0314,-0.0106,1.1438,1.1443,0.2333,-0.0313,-0.0106,1.1347,1.1352,0.2202,0.0936
265,8.8333,1.3427,1,-0.0298,-0.0109,1.1254,1.1259,0.3215,-0.0294,-0.0107,1.1177,1.1181,0.3525,0.0357
266,8.8667,1.2793,1,-0.0282,-0.0112,1.1070,1.1074,0.4036,-0.0278,-0.0112,1.1004,1.1008,0.3747,0.3793
267,8.9000,1.5958,1,-0.0267,-0.0114,1.0886,1.0890,0.4794,-0.0264,-0.0113,1.0809,1.0813,0.4520,0.2763
268,8.9333,1.3310,1,-0.0251,-0.0116,1.0702,1.0706,0.5489,-0.0252,-0.0114,1.0628,1.0631,0.5257,0.1219
269,8.9667,1.4772,1,-0.0237,-0.0117,1.0518,1.0522,0.6121,-0.0235,-0.0116,1.0441,1.0445,0.5821,0.1995
270,9.0000,1.3053,1,-0.0222,-0.0118,1.0334,1.0338,0.6688,-0.0220,-0.0116,1.0254,1.0257,0.6652,0.2020
271,9.0333,1.4291,1,-0.0208,-0.0119,1.0151,1.0153,0.7190,-0.0204,-0.0118,1.0075,1.0078,0.7085,0.1728
272,9.0667,1.2788,1,-0.0194,-0.0119,0.9967,0.9969,0.7628,-0.0195,-0.0120,0.9899,0.9902,0.7255,0.1373
273,9.1000,1.6575,1,-0.0181,-0.0119,0.9783,0.9785,0.8001,-0.0182,-0.0118,0.9713,0.9715,0.7498,0.1509
274,9.1333,1.3162,1,-0.0168,-0.0118,0.9599,0.9601,0.8310,-0.0164,-0.0116,0.9524,0.9526,0.8364,0.0484
275,9.1667,1.3828,1,-0.0155,-0.0117,0.9415,0.9417,0.8556,-0.0160,-0.0113,0.9342,0.9344,0.8852,0.3434
276,9.2000,1.3702,1,-0.0143,-0.0115,0.9231,0.9233,0.8739,-0.0142,-0.0116,0.9154,0.9156,0.8273,0.0908
277,9.2333,1.3813,1,-0.0131,-0.0113,0.9047,0.9048,0.8861,-0.0128,-0.0111,0.8977,0.8978,0.8738,0.0886
278,9.2667,1.2836,1,-0.0120,-0.0111,0.8863,0.8864,0.8922,-0.0120,-0.0106,0.8789,0.8790,0.9252,0.1207
279,9.3000,1.3894,1,-0.0109,-0.0108,0.8679,0.8680,0.8924,-0.0106,-0.0106,0.8612,0.8613,0.8949,0.0224
280,9.3333,1.3913,1,-0.0099,-0.0105,0.8495,0.8496,0.8868,-0.0098,-0.0103,0.8431,0.8432,0.8742,0.2093
281,9.3667,1.8265,1,-0.0089,-0.0102,0.8311,0.8312,0.8756,-0.0090,-0.0102,0.8240,0.8241,0.8559,0.0460
282,9.4000,1.4486,1,-0.0080,-0.0098,0.8127,0.8128,0.8590,-0.0082,-0.0095,0.8071,0.8072,0.8349,0.2150
283,9.4333,1.8338,1,-0.0071,-0.0094,0.7943,0.7944,0.8372,-0.0071,-0.0093,0.7873,0.7874,0.8223,0.0457
284,9.4667,1.3922,1,-0.0062,-0.0089,0.7759,0.7760,0.8105,-0.0060,-0.0090,0.7691,0.7692,0.8072,0.0323
285,9.5000,1.3910,1,-0.0054,-0.0085,0.7575,0.7576,0.7790,-0.0058,-0.0083,0.7505,0.7506,0.7903,0.3407
286,9.5333,1.4199,1,-0.0047,-0.0080,0.7391,0.7392,0.7430,-0.0046,-0.0080,0.7326,0.7327,0.7053,0.2234
287,9.5667,1.5262,1,-0.0040,-0.0075,0.7207,0.7208,0.7027,-0.0040,-0.0074,0.7148,0.7148,0.6816,0.2494
288,9.6000,1.4384,1,-0.0034,-0.0069,0.7023,0.7024,0.6585,-0.0034,-0.0071,0.6961,0.6961,0.6572,0.2131
289,9.6333,1.4170,1,-0.0028,-0.0064,0.6839,0.6840,0.6107,-0.0025,-0.0065,0.6781,0.6781,0.6009,0.2173
290,9.6667,1.3885,1,-0.0023,-0.0058,0.6656,0.6656,0.5595,-0.0022,-0.0058,0.6597,0.6597,0.5577,0.1630
291,9.7000,1.3335,1,-0.0018,-0.0052,0.6472,0.6472,0.5052,-0.0019,-0.0050,0.6412,0.6412,0.4786,0.1828
292,9.7333,1.4539,1,-0.0014,-0.0046,0.6288,0.6288,0.4481,-0.0012,-0.0046,0.6232,0.6232,0.4735,0.0288
293,9.7667,1.3223,1,-0.0010,-0.0039,0.6104,0.6104,0.3886,-0.0010,-0.0039,0.6052,0.6052,0.3962,0.2109
294,9.8000,1.3566,1,-0.0007,-0.0033,0.5920,0.5920,0.3271,-0.0006,-0.0031,0.5863,0.5863,0.3401,0.2173
295,9.8333,1.3545,1,-0.0004,-0.0027,0.5736,0.5736,0.2638,-0.0004,-0.0027,0.5674,0.5674,0.2675,0.0123
296,9.8667,1.8353,1,-0.0003,-0.0020,0.5552,0.5552,0.1991,-0.0002,-0.0021,0.5499,0.5499,0.1967,0.2300
297,9.9000,1.4539,1,-0.0001,-0.0013,0.5368,0.5368,0.1333,-0.0000,-0.0011,0.5316,0.5316,0.1299,0.3428
298,9.9333,1.4749,1,-0.0000,-0.0007,0.5184,0.5184,0.0668,-0.0003,-0.0007,0.5128,0.5128,0.0450,0.0072
299,9.9667,1.5407,1,-0.0000,-0.0000,0.5000,0.5000,0.0000,-0.0000,0.0000,0.4944,0.4944,0.0071,0.0007
